pen,Start,End,Species,Study,Diet,average feed intake g per d,"average feed intake, g","ME, kcal",Overall,"NDF,g","ADF,g","NFC,g","Crude fiber,g","Starch,g","CP,g","Arginine,g","Histidine,g","Isoleucine,g","Leucine,g","Lysine,g","Methionine,g","Phenylalanine,g","Threonine,g","Tryptophan,g","Valine,g","Alanine,g","Aspartic acid,g","Cystine,g","Met + Cys,g","Glutamic acid,g","Glycine,g","Proline,g","Serine,g","Tyrosine,g","Phe + Tyr,g","Ether extract,g","SFA,g","MUFA,g","PUFA,g","n-3 PUFA,g","n-6 PUFA,g","n-3:n-6 ratio,g","C14,g","C15:0,g","C15:1,g","C16:0,g","C16:1,g","C17:0,g","C17:1,g","C18:0,g","C18:1,g","C18:2 cis n-6 LA,g","C18:3 cis n-3 ALA,g","C20:0,g","C20:1,g","C20:4n-6 ARA,g","C20:5n-3 EPA,g","C22:0,g","C22:1,g","C22:5,g","C22:6n-3 DHA,g","C24:0,g","Ash,mg",Vitamin A IU,"beta-carotene,mg",Vitamin D3 IU,"Vitamin D3 25-Hydroxyvitamin D, IU",Vitamin E IU,Vitamin K mg,AST ppm,Thiamin mg,Riboflavin mg,Niacin mg,Pantothenic acid mg,Pyridoxine mg,Biotin mg,Folic acid mg,Vitamin B12 mg ,Choline mg,"Calcium,g","Total Phosphorus,g","Inorganic available P,g",Ca:P ratio,"Na,g","Cl,g","K,g","Mg,g","S,mg",Cu mg,I mg,"Fe,mg","Mn,mg","Se,mg","Zn,mg",average feed intake g per d,"bodyweightgain,g",akp U per ml,alt (U per L),glucose (g per L),"nefa,umol per L",pip mg per dL,tc mg per g,tg mg per g,trap U per L,uric acid mmol per L,BCA,breast mTOR,breast S6K1,breast 4E-BP1,breast MURF1,breast MAFbx,breast AMPK,breast LAT1,breast CAT1,breast SNAT2,breast VDAC1,breast ANTKMT,breast AKT1,IGF1,IGFR,IRS1,FOXO1,LC3-1,MyoD,MyoG,Pax3,Pax7,Mrf4,Mrf5,liver mTOR,liver S6K1,liver 4E-BP1,liver MURF1,liver MAFbx,liver AMPK,breast weight (g),breast PH,breast WHC,breast HARDNESS,breast SPRINGINESS,breast CHEWINESS,breast COHESIVENESS,breast GUMMINESS,breast RESILIENCE,Thigh Weight (g),thigh PH,thigh WHC,thigh HARDNESS,thigh SPRINGINESS,thigh CHEWINESS,liver weight(g),Plasma SFA,Plasma MUFA,Plasma PUFA,Plasma n-3,Plasma n-6,Plasma C16:0 ,Plasma C16:1 ,Plasma C18:0 ,Plasma C18:1 ,Plasma C18:2 ,Plasma C18:3 ,Plasma C20:5,Plasma C22:6,Liver SFA,Liver MUFA,Liver PUFA,Liver n-3,Liver n-6,Liver C16:00 ,Liver C16:1 ,Liver C18:0 ,Liver C18:1,Liver C18:2,Liver C18:3 ,Liver C20:5,Liver C22:6,Breast SFA,Breast MUFA,Breast PUFA,Breast n-3,Breast n-6,Breast C16:0,Breast C16:01,Breast C18:0,Breast C18:01,Breast C18:2,Breast C18:3 ,Breast C20:4,Breast C20:5,Breast C22:6,Thigh SFA,Thigh MUFA,Thigh PUFA,Thigh n-3,Thigh n-6,Thigh C16:0,Thigh C16:01,Thigh C18:0,Thigh C18:1,Thigh C18:2,Thigh C18:3,Thigh C20:4,Thigh C22:6
2,1,42,L,F23L Hempseed Diet,5% Hempseed,48.3,2028.6,6101.71031,0,148.7896956,44.5521132,1065.03529,38.9811719,774.040325,338.256878,20.28884,9.5364486,19.702575,28.1257276,16.3992024,7.08833412,15.58897956,12.12331932,3.66202872,14.3417963,16.5424216,29.3457276,6.1202862,13.2086203,53.2195096,12.8361694,19.2830602,14.91305,110.84311,126.432089,125.742771,14.9853316,27.8183329,54.8319676,0.60797142,55.3542459,0.22280691,0.0921455,0,0,11.5985896,0.16268406,0,0,2.35982449,27.1413013,57.0447228,1.88060961,0.46377736,0.16127837,0.0821583,0.00547722,0.18785136,0.0547722,0,0.00547722,0.1068423,4536.80161,4615.065,30.0479072,717.669426,0,82.9414613,1.5194214,0,5.67050501,10.1243369,53.8006223,11.4569648,14.6236905,0.3053043,2.84089201,0.0142002,4988.64678,0.067807984,10.0967479,2.65779058,6.71582416,4.10527782,20.5813236,3.41656812,7.55166636,0.59025768,26.6791329,0.11478549,153.030668,72.930679,0.30988244,114.51447,,,,,2.698,,,,,1.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,42,L,F23L Hempseed Diet,5% Hempseed,48.3,2028.6,6101.71031,0,148.7896956,44.5521132,1065.03529,38.9811719,774.040325,338.256878,20.28884,9.5364486,19.702575,28.1257276,16.3992024,7.08833412,15.58897956,12.12331932,3.66202872,14.3417963,16.5424216,29.3457276,6.1202862,13.2086203,53.2195096,12.8361694,19.2830602,14.91305,110.84311,126.432089,125.742771,14.9853316,27.8183329,54.8319676,0.60797142,55.3542459,0.22280691,0.0921455,0,0,11.5985896,0.16268406,0,0,2.35982449,27.1413013,57.0447228,1.88060961,0.46377736,0.16127837,0.0821583,0.00547722,0.18785136,0.0547722,0,0.00547722,0.1068423,4536.80161,4615.065,30.0479072,717.669426,0,82.9414613,1.5194214,0,5.67050501,10.1243369,53.8006223,11.4569648,14.6236905,0.3053043,2.84089201,0.0142002,4988.64678,0.067807984,10.0967479,2.65779058,6.71582416,4.10527782,20.5813236,3.41656812,7.55166636,0.59025768,26.6791329,0.11478549,153.030668,72.930679,0.30988244,114.51447,,,,,2.239,,,,,2.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,42,L,F23L Hempseed Diet,5% Hempseed,48.3,2028.6,6101.71031,0,148.7896956,44.5521132,1065.03529,38.9811719,774.040325,338.256878,20.28884,9.5364486,19.702575,28.1257276,16.3992024,7.08833412,15.58897956,12.12331932,3.66202872,14.3417963,16.5424216,29.3457276,6.1202862,13.2086203,53.2195096,12.8361694,19.2830602,14.91305,110.84311,126.432089,125.742771,14.9853316,27.8183329,54.8319676,0.60797142,55.3542459,0.22280691,0.0921455,0,0,11.5985896,0.16268406,0,0,2.35982449,27.1413013,57.0447228,1.88060961,0.46377736,0.16127837,0.0821583,0.00547722,0.18785136,0.0547722,0,0.00547722,0.1068423,4536.80161,4615.065,30.0479072,717.669426,0,82.9414613,1.5194214,0,5.67050501,10.1243369,53.8006223,11.4569648,14.6236905,0.3053043,2.84089201,0.0142002,4988.64678,0.067807984,10.0967479,2.65779058,6.71582416,4.10527782,20.5813236,3.41656812,7.55166636,0.59025768,26.6791329,0.11478549,153.030668,72.930679,0.30988244,114.51447,,,,,2.223,,,,,4.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,42,L,F23L Hempseed Diet,5% Hempseed,48.3,2028.6,6101.71031,0,148.7896956,44.5521132,1065.03529,38.9811719,774.040325,338.256878,20.28884,9.5364486,19.702575,28.1257276,16.3992024,7.08833412,15.58897956,12.12331932,3.66202872,14.3417963,16.5424216,29.3457276,6.1202862,13.2086203,53.2195096,12.8361694,19.2830602,14.91305,110.84311,126.432089,125.742771,14.9853316,27.8183329,54.8319676,0.60797142,55.3542459,0.22280691,0.0921455,0,0,11.5985896,0.16268406,0,0,2.35982449,27.1413013,57.0447228,1.88060961,0.46377736,0.16127837,0.0821583,0.00547722,0.18785136,0.0547722,0,0.00547722,0.1068423,4536.80161,4615.065,30.0479072,717.669426,0,82.9414613,1.5194214,0,5.67050501,10.1243369,53.8006223,11.4569648,14.6236905,0.3053043,2.84089201,0.0142002,4988.64678,0.067807984,10.0967479,2.65779058,6.71582416,4.10527782,20.5813236,3.41656812,7.55166636,0.59025768,26.6791329,0.11478549,153.030668,72.930679,0.30988244,114.51447,,,,,2.668,,,,,6.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,42,L,F23L Hempseed Diet,5% Hempseed,48.3,2028.6,6101.71031,0,148.7896956,44.5521132,1065.03529,38.9811719,774.040325,338.256878,20.28884,9.5364486,19.702575,28.1257276,16.3992024,7.08833412,15.58897956,12.12331932,3.66202872,14.3417963,16.5424216,29.3457276,6.1202862,13.2086203,53.2195096,12.8361694,19.2830602,14.91305,110.84311,126.432089,125.742771,14.9853316,27.8183329,54.8319676,0.60797142,55.3542459,0.22280691,0.0921455,0,0,11.5985896,0.16268406,0,0,2.35982449,27.1413013,57.0447228,1.88060961,0.46377736,0.16127837,0.0821583,0.00547722,0.18785136,0.0547722,0,0.00547722,0.1068423,4536.80161,4615.065,30.0479072,717.669426,0,82.9414613,1.5194214,0,5.67050501,10.1243369,53.8006223,11.4569648,14.6236905,0.3053043,2.84089201,0.0142002,4988.64678,0.067807984,10.0967479,2.65779058,6.71582416,4.10527782,20.5813236,3.41656812,7.55166636,0.59025768,26.6791329,0.11478549,153.030668,72.930679,0.30988244,114.51447,,,,,1.847,,,,,3.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,42,L,F23L Hempseed Diet,5% Hempseed,48.3,2028.6,6101.71031,0,148.7896956,44.5521132,1065.03529,38.9811719,774.040325,338.256878,20.28884,9.5364486,19.702575,28.1257276,16.3992024,7.08833412,15.58897956,12.12331932,3.66202872,14.3417963,16.5424216,29.3457276,6.1202862,13.2086203,53.2195096,12.8361694,19.2830602,14.91305,110.84311,126.432089,125.742771,14.9853316,27.8183329,54.8319676,0.60797142,55.3542459,0.22280691,0.0921455,0,0,11.5985896,0.16268406,0,0,2.35982449,27.1413013,57.0447228,1.88060961,0.46377736,0.16127837,0.0821583,0.00547722,0.18785136,0.0547722,0,0.00547722,0.1068423,4536.80161,4615.065,30.0479072,717.669426,0,82.9414613,1.5194214,0,5.67050501,10.1243369,53.8006223,11.4569648,14.6236905,0.3053043,2.84089201,0.0142002,4988.64678,0.067807984,10.0967479,2.65779058,6.71582416,4.10527782,20.5813236,3.41656812,7.55166636,0.59025768,26.6791329,0.11478549,153.030668,72.930679,0.30988244,114.51447,,,,,2.39,,,,,1.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,42,L,F23L Hempseed Diet,5% Hempseed,48.3,2028.6,6101.71031,0,148.7896956,44.5521132,1065.03529,38.9811719,774.040325,338.256878,20.28884,9.5364486,19.702575,28.1257276,16.3992024,7.08833412,15.58897956,12.12331932,3.66202872,14.3417963,16.5424216,29.3457276,6.1202862,13.2086203,53.2195096,12.8361694,19.2830602,14.91305,110.84311,126.432089,125.742771,14.9853316,27.8183329,54.8319676,0.60797142,55.3542459,0.22280691,0.0921455,0,0,11.5985896,0.16268406,0,0,2.35982449,27.1413013,57.0447228,1.88060961,0.46377736,0.16127837,0.0821583,0.00547722,0.18785136,0.0547722,0,0.00547722,0.1068423,4536.80161,4615.065,30.0479072,717.669426,0,82.9414613,1.5194214,0,5.67050501,10.1243369,53.8006223,11.4569648,14.6236905,0.3053043,2.84089201,0.0142002,4988.64678,0.067807984,10.0967479,2.65779058,6.71582416,4.10527782,20.5813236,3.41656812,7.55166636,0.59025768,26.6791329,0.11478549,153.030668,72.930679,0.30988244,114.51447,,,,,2.33,,,,,10.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,42,L,F23L Hempseed Diet,10% Hempseed,48.3,2028.6,6068.930162,0,139.2086178,40.4725986,1019.16864,36.0743909,750.512825,337.431238,17.8520857,8.4714336,18.260849,25.4311382,14.3736453,6.58605276,13.86811818,10.76598306,3.21249096,12.803306,14.9686337,25.8281352,5.497506,12.0835588,47.5144778,11.4175694,17.4374399,13.2623782,210.092162,223.96028,120.837616,14.2869929,26.69169,52.6212536,0.58951116,53.4782778,0.2236202,0.08053359,0,0,11.0846376,0.15624606,0,0,2.22142439,26.0967916,54.7607323,1.7301316,0.44675951,0.15531448,0.0791154,0.00527436,0.17773323,0.0527436,0,0.00527436,0.10358843,4086.83785,4615.065,28.3886747,716.549415,0,81.8899771,1.5194214,0,5.56534238,10.0494815,53.106476,11.2973951,14.415191,0.3053043,2.60819131,0.0142002,4813.43542,0.067696411,10.190875,2.26915139,6.64284577,4.05190535,19.3511197,4.22212518,7.73484894,0.56989257,29.0120229,0.11411849,169.054965,85.0005362,0.30947084,122.52744,,,,,2.157,,,,,2.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,42,L,F23L Hempseed Diet,10% Hempseed,48.3,2028.6,6068.930162,0,139.2086178,40.4725986,1019.16864,36.0743909,750.512825,337.431238,17.8520857,8.4714336,18.260849,25.4311382,14.3736453,6.58605276,13.86811818,10.76598306,3.21249096,12.803306,14.9686337,25.8281352,5.497506,12.0835588,47.5144778,11.4175694,17.4374399,13.2623782,210.092162,223.96028,120.837616,14.2869929,26.69169,52.6212536,0.58951116,53.4782778,0.2236202,0.08053359,0,0,11.0846376,0.15624606,0,0,2.22142439,26.0967916,54.7607323,1.7301316,0.44675951,0.15531448,0.0791154,0.00527436,0.17773323,0.0527436,0,0.00527436,0.10358843,4086.83785,4615.065,28.3886747,716.549415,0,81.8899771,1.5194214,0,5.56534238,10.0494815,53.106476,11.2973951,14.415191,0.3053043,2.60819131,0.0142002,4813.43542,0.067696411,10.190875,2.26915139,6.64284577,4.05190535,19.3511197,4.22212518,7.73484894,0.56989257,29.0120229,0.11411849,169.054965,85.0005362,0.30947084,122.52744,,,,,2.749,,,,,1.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,42,L,F23L Hempseed Diet,10% Hempseed,48.3,2028.6,6068.930162,0,139.2086178,40.4725986,1019.16864,36.0743909,750.512825,337.431238,17.8520857,8.4714336,18.260849,25.4311382,14.3736453,6.58605276,13.86811818,10.76598306,3.21249096,12.803306,14.9686337,25.8281352,5.497506,12.0835588,47.5144778,11.4175694,17.4374399,13.2623782,210.092162,223.96028,120.837616,14.2869929,26.69169,52.6212536,0.58951116,53.4782778,0.2236202,0.08053359,0,0,11.0846376,0.15624606,0,0,2.22142439,26.0967916,54.7607323,1.7301316,0.44675951,0.15531448,0.0791154,0.00527436,0.17773323,0.0527436,0,0.00527436,0.10358843,4086.83785,4615.065,28.3886747,716.549415,0,81.8899771,1.5194214,0,5.56534238,10.0494815,53.106476,11.2973951,14.415191,0.3053043,2.60819131,0.0142002,4813.43542,0.067696411,10.190875,2.26915139,6.64284577,4.05190535,19.3511197,4.22212518,7.73484894,0.56989257,29.0120229,0.11411849,169.054965,85.0005362,0.30947084,122.52744,,,,,2.043,,,,,8.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,42,L,F23L Hempseed Diet,10% Hempseed,48.3,2028.6,6068.930162,0,139.2086178,40.4725986,1019.16864,36.0743909,750.512825,337.431238,17.8520857,8.4714336,18.260849,25.4311382,14.3736453,6.58605276,13.86811818,10.76598306,3.21249096,12.803306,14.9686337,25.8281352,5.497506,12.0835588,47.5144778,11.4175694,17.4374399,13.2623782,210.092162,223.96028,120.837616,14.2869929,26.69169,52.6212536,0.58951116,53.4782778,0.2236202,0.08053359,0,0,11.0846376,0.15624606,0,0,2.22142439,26.0967916,54.7607323,1.7301316,0.44675951,0.15531448,0.0791154,0.00527436,0.17773323,0.0527436,0,0.00527436,0.10358843,4086.83785,4615.065,28.3886747,716.549415,0,81.8899771,1.5194214,0,5.56534238,10.0494815,53.106476,11.2973951,14.415191,0.3053043,2.60819131,0.0142002,4813.43542,0.067696411,10.190875,2.26915139,6.64284577,4.05190535,19.3511197,4.22212518,7.73484894,0.56989257,29.0120229,0.11411849,169.054965,85.0005362,0.30947084,122.52744,,,,,2.346,,,,,1.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,42,L,F23L Hempseed Diet,10% Hempseed,48.3,2028.6,6068.930162,0,139.2086178,40.4725986,1019.16864,36.0743909,750.512825,337.431238,17.8520857,8.4714336,18.260849,25.4311382,14.3736453,6.58605276,13.86811818,10.76598306,3.21249096,12.803306,14.9686337,25.8281352,5.497506,12.0835588,47.5144778,11.4175694,17.4374399,13.2623782,210.092162,223.96028,120.837616,14.2869929,26.69169,52.6212536,0.58951116,53.4782778,0.2236202,0.08053359,0,0,11.0846376,0.15624606,0,0,2.22142439,26.0967916,54.7607323,1.7301316,0.44675951,0.15531448,0.0791154,0.00527436,0.17773323,0.0527436,0,0.00527436,0.10358843,4086.83785,4615.065,28.3886747,716.549415,0,81.8899771,1.5194214,0,5.56534238,10.0494815,53.106476,11.2973951,14.415191,0.3053043,2.60819131,0.0142002,4813.43542,0.067696411,10.190875,2.26915139,6.64284577,4.05190535,19.3511197,4.22212518,7.73484894,0.56989257,29.0120229,0.11411849,169.054965,85.0005362,0.30947084,122.52744,,,,,1.926,,,,,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,42,L,F23L Hempseed Diet,10% Hempseed,48.3,2028.6,6068.930162,0,139.2086178,40.4725986,1019.16864,36.0743909,750.512825,337.431238,17.8520857,8.4714336,18.260849,25.4311382,14.3736453,6.58605276,13.86811818,10.76598306,3.21249096,12.803306,14.9686337,25.8281352,5.497506,12.0835588,47.5144778,11.4175694,17.4374399,13.2623782,210.092162,223.96028,120.837616,14.2869929,26.69169,52.6212536,0.58951116,53.4782778,0.2236202,0.08053359,0,0,11.0846376,0.15624606,0,0,2.22142439,26.0967916,54.7607323,1.7301316,0.44675951,0.15531448,0.0791154,0.00527436,0.17773323,0.0527436,0,0.00527436,0.10358843,4086.83785,4615.065,28.3886747,716.549415,0,81.8899771,1.5194214,0,5.56534238,10.0494815,53.106476,11.2973951,14.415191,0.3053043,2.60819131,0.0142002,4813.43542,0.067696411,10.190875,2.26915139,6.64284577,4.05190535,19.3511197,4.22212518,7.73484894,0.56989257,29.0120229,0.11411849,169.054965,85.0005362,0.30947084,122.52744,,,,,2.303,,,,,3.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,42,L,F23L Hempseed Diet,10% Hempseed,48.3,2028.6,6068.930162,0,139.2086178,40.4725986,1019.16864,36.0743909,750.512825,337.431238,17.8520857,8.4714336,18.260849,25.4311382,14.3736453,6.58605276,13.86811818,10.76598306,3.21249096,12.803306,14.9686337,25.8281352,5.497506,12.0835588,47.5144778,11.4175694,17.4374399,13.2623782,210.092162,223.96028,120.837616,14.2869929,26.69169,52.6212536,0.58951116,53.4782778,0.2236202,0.08053359,0,0,11.0846376,0.15624606,0,0,2.22142439,26.0967916,54.7607323,1.7301316,0.44675951,0.15531448,0.0791154,0.00527436,0.17773323,0.0527436,0,0.00527436,0.10358843,4086.83785,4615.065,28.3886747,716.549415,0,81.8899771,1.5194214,0,5.56534238,10.0494815,53.106476,11.2973951,14.415191,0.3053043,2.60819131,0.0142002,4813.43542,0.067696411,10.190875,2.26915139,6.64284577,4.05190535,19.3511197,4.22212518,7.73484894,0.56989257,29.0120229,0.11411849,169.054965,85.0005362,0.30947084,122.52744,,,,,1.985,,,,,9.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,42,L,F23L Hempseed Diet,10% Hempseed,48.3,2028.6,6068.930162,0,139.2086178,40.4725986,1019.16864,36.0743909,750.512825,337.431238,17.8520857,8.4714336,18.260849,25.4311382,14.3736453,6.58605276,13.86811818,10.76598306,3.21249096,12.803306,14.9686337,25.8281352,5.497506,12.0835588,47.5144778,11.4175694,17.4374399,13.2623782,210.092162,223.96028,120.837616,14.2869929,26.69169,52.6212536,0.58951116,53.4782778,0.2236202,0.08053359,0,0,11.0846376,0.15624606,0,0,2.22142439,26.0967916,54.7607323,1.7301316,0.44675951,0.15531448,0.0791154,0.00527436,0.17773323,0.0527436,0,0.00527436,0.10358843,4086.83785,4615.065,28.3886747,716.549415,0,81.8899771,1.5194214,0,5.56534238,10.0494815,53.106476,11.2973951,14.415191,0.3053043,2.60819131,0.0142002,4813.43542,0.067696411,10.190875,2.26915139,6.64284577,4.05190535,19.3511197,4.22212518,7.73484894,0.56989257,29.0120229,0.11411849,169.054965,85.0005362,0.30947084,122.52744,,,,,2.719,,,,,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,42,L,F23L Hempseed Diet,15% Hempseed,48.3,2028.6,6036.150015,0,129.62754,36.393084,973.301994,33.16761,726.985325,336.605598,15.4153314,7.4064186,16.819123,22.7365488,12.3480882,6.0837714,12.1472568,9.4086468,2.7629532,11.2648158,13.3948458,22.3105428,4.8747258,10.9584972,41.809446,9.9989694,15.5918196,11.6117064,309.341214,321.488471,115.932461,13.5886542,25.5650471,50.4105396,0.5710509,51.6023096,0.22449264,0.06892169,0,0,10.5706857,0.14980805,0,0,2.0830243,25.0522819,52.4767417,1.57965358,0.42974167,0.1493506,0.0760725,0.0050715,0.1676151,0.050715,0,0.0050715,0.10033456,3636.87408,4615.065,26.7294422,715.429405,0,80.8384928,1.5194214,0,5.46017976,9.9746262,52.4123296,11.1378254,14.2066915,0.3053043,2.3754906,0.0142002,4638.22796,0.067540208,10.2484872,1.8805122,6.59026128,3.99816774,18.1589115,5.02737795,7.91640864,0.54790457,31.3449129,0.11345148,185.079102,97.0703649,0.30905924,130.54041,,,,,2.148,,,,,6.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,42,L,F23L Hempseed Diet,15% Hempseed,48.3,2028.6,6036.150015,0,129.62754,36.393084,973.301994,33.16761,726.985325,336.605598,15.4153314,7.4064186,16.819123,22.7365488,12.3480882,6.0837714,12.1472568,9.4086468,2.7629532,11.2648158,13.3948458,22.3105428,4.8747258,10.9584972,41.809446,9.9989694,15.5918196,11.6117064,309.341214,321.488471,115.932461,13.5886542,25.5650471,50.4105396,0.5710509,51.6023096,0.22449264,0.06892169,0,0,10.5706857,0.14980805,0,0,2.0830243,25.0522819,52.4767417,1.57965358,0.42974167,0.1493506,0.0760725,0.0050715,0.1676151,0.050715,0,0.0050715,0.10033456,3636.87408,4615.065,26.7294422,715.429405,0,80.8384928,1.5194214,0,5.46017976,9.9746262,52.4123296,11.1378254,14.2066915,0.3053043,2.3754906,0.0142002,4638.22796,0.067540208,10.2484872,1.8805122,6.59026128,3.99816774,18.1589115,5.02737795,7.91640864,0.54790457,31.3449129,0.11345148,185.079102,97.0703649,0.30905924,130.54041,,,,,2.128,,,,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,42,L,F23L Hempseed Diet,15% Hempseed,48.3,2028.6,6036.150015,0,129.62754,36.393084,973.301994,33.16761,726.985325,336.605598,15.4153314,7.4064186,16.819123,22.7365488,12.3480882,6.0837714,12.1472568,9.4086468,2.7629532,11.2648158,13.3948458,22.3105428,4.8747258,10.9584972,41.809446,9.9989694,15.5918196,11.6117064,309.341214,321.488471,115.932461,13.5886542,25.5650471,50.4105396,0.5710509,51.6023096,0.22449264,0.06892169,0,0,10.5706857,0.14980805,0,0,2.0830243,25.0522819,52.4767417,1.57965358,0.42974167,0.1493506,0.0760725,0.0050715,0.1676151,0.050715,0,0.0050715,0.10033456,3636.87408,4615.065,26.7294422,715.429405,0,80.8384928,1.5194214,0,5.46017976,9.9746262,52.4123296,11.1378254,14.2066915,0.3053043,2.3754906,0.0142002,4638.22796,0.067540208,10.2484872,1.8805122,6.59026128,3.99816774,18.1589115,5.02737795,7.91640864,0.54790457,31.3449129,0.11345148,185.079102,97.0703649,0.30905924,130.54041,,,,,2.425,,,,,5.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,42,L,F23L Hempseed Diet,15% Hempseed,48.3,2028.6,6036.150015,0,129.62754,36.393084,973.301994,33.16761,726.985325,336.605598,15.4153314,7.4064186,16.819123,22.7365488,12.3480882,6.0837714,12.1472568,9.4086468,2.7629532,11.2648158,13.3948458,22.3105428,4.8747258,10.9584972,41.809446,9.9989694,15.5918196,11.6117064,309.341214,321.488471,115.932461,13.5886542,25.5650471,50.4105396,0.5710509,51.6023096,0.22449264,0.06892169,0,0,10.5706857,0.14980805,0,0,2.0830243,25.0522819,52.4767417,1.57965358,0.42974167,0.1493506,0.0760725,0.0050715,0.1676151,0.050715,0,0.0050715,0.10033456,3636.87408,4615.065,26.7294422,715.429405,0,80.8384928,1.5194214,0,5.46017976,9.9746262,52.4123296,11.1378254,14.2066915,0.3053043,2.3754906,0.0142002,4638.22796,0.067540208,10.2484872,1.8805122,6.59026128,3.99816774,18.1589115,5.02737795,7.91640864,0.54790457,31.3449129,0.11345148,185.079102,97.0703649,0.30905924,130.54041,,,,,2.188,,,,,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
